neighborhood,category,class_name,severity,confidence,lat,lon,source_image
City Heights,Underserved,Longitudinal Crack,Light,0.292,32.744979,-117.106214,img_0107_W_32-744979_-117-106214_jpg.rf.0e36e77e221fc67605023f042230d0b0.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.618,32.794079,-116.964215,img_0107_W_32-794079_-116-964215_jpg.rf.52f1adce575abb8ea97b146ba96f629e.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.299,32.794079,-116.964215,img_0107_W_32-794079_-116-964215_jpg.rf.52f1adce575abb8ea97b146ba96f629e.jpg
Barrio Logan,Underserved,Side_Walk,N/A,0.64,32.700879,-117.139856,img_0108_N_32-700879_-117-139856_jpg.rf.3c6701a6ec4ac49ad7fcd657a5642d7f.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.355,32.794079,-116.963357,img_0108_N_32-794079_-116-963357_jpg.rf.c610178fd9e423035c0676118dd5b7b4.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.636,32.832079,-117.270442,img_0108_N_32-832079_-117-270442_jpg.rf.4d68272c7b5f6e236a9397793c077c35.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.417,32.832079,-117.270442,img_0108_N_32-832079_-117-270442_jpg.rf.4d68272c7b5f6e236a9397793c077c35.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.409,32.700879,-117.139856,img_0109_E_32-700879_-117-139856_jpg.rf.3f24d482e0a79c8525fda6c7eebc73b3.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.383,32.700879,-117.139856,img_0109_E_32-700879_-117-139856_jpg.rf.3f24d482e0a79c8525fda6c7eebc73b3.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.309,32.700879,-117.139856,img_0109_E_32-700879_-117-139856_jpg.rf.3f24d482e0a79c8525fda6c7eebc73b3.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.254,32.700879,-117.139856,img_0109_E_32-700879_-117-139856_jpg.rf.3f24d482e0a79c8525fda6c7eebc73b3.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.704,32.832079,-117.270442,img_0109_E_32-832079_-117-270442_jpg.rf.ba5056ced7e71a75b1c60d3c4f60de9f.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.382,32.832079,-117.270442,img_0109_E_32-832079_-117-270442_jpg.rf.ba5056ced7e71a75b1c60d3c4f60de9f.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.358,32.832079,-117.270442,img_0109_E_32-832079_-117-270442_jpg.rf.ba5056ced7e71a75b1c60d3c4f60de9f.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.345,32.832079,-117.270442,img_0109_E_32-832079_-117-270442_jpg.rf.ba5056ced7e71a75b1c60d3c4f60de9f.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.292,32.700879,-117.139856,img_0110_S_32-700879_-117-139856_jpg.rf.84e1ba0482225493ba54255c19b1adcd.jpg
City Heights,Underserved,Transverse Crack,Light,0.384,32.744979,-117.105357,img_0110_S_32-744979_-117-105357_jpg.rf.ac0650850e5adfd567b295f2d708291e.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.387,32.700879,-117.139856,img_0111_W_32-700879_-117-139856_jpg.rf.ff949d7994e0717caed61b080839c783.jpg
City Heights,Underserved,Pothole,Severe,0.348,32.744979,-117.105357,img_0111_W_32-744979_-117-105357_jpg.rf.15ab6833fd0327c593c62127c57c3748.jpg
El Cajon,Underserved,Transverse Crack,Light,0.295,32.794079,-116.963357,img_0111_W_32-794079_-116-963357_jpg.rf.501870cc37bb8a51bd02cd9160c64903.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.636,32.832079,-117.270442,img_0111_W_32-832079_-117-270442_jpg.rf.84ab1528dd04042bf7d33d7af9211b11.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.314,32.832079,-117.270442,img_0111_W_32-832079_-117-270442_jpg.rf.84ab1528dd04042bf7d33d7af9211b11.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.412,32.744979,-117.1045,img_0112_N_32-744979_-117-1045_jpg.rf.f47b9e578fbecb4dd1d5dd90d8f0281e.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.376,32.744979,-117.1045,img_0112_N_32-744979_-117-1045_jpg.rf.f47b9e578fbecb4dd1d5dd90d8f0281e.jpg
City Heights,Underserved,Transverse Crack,Light,0.376,32.744979,-117.1045,img_0112_N_32-744979_-117-1045_jpg.rf.f47b9e578fbecb4dd1d5dd90d8f0281e.jpg
City Heights,Underserved,Transverse Crack,Light,0.293,32.744979,-117.1045,img_0112_N_32-744979_-117-1045_jpg.rf.f47b9e578fbecb4dd1d5dd90d8f0281e.jpg
La Jolla,Wealthier,Pothole,Severe,0.519,32.832079,-117.269585,img_0112_N_32-832079_-117-269585_jpg.rf.0d09a662324ba580fc218327685c423e.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.36,32.744979,-117.1045,img_0113_E_32-744979_-117-1045_jpg.rf.c654953d5fcb30335b9953698974c7bb.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.347,32.744979,-117.1045,img_0113_E_32-744979_-117-1045_jpg.rf.c654953d5fcb30335b9953698974c7bb.jpg
City Heights,Underserved,Transverse Crack,Light,0.29,32.744979,-117.1045,img_0113_E_32-744979_-117-1045_jpg.rf.c654953d5fcb30335b9953698974c7bb.jpg
City Heights,Underserved,Side_Walk,N/A,0.276,32.744979,-117.1045,img_0113_E_32-744979_-117-1045_jpg.rf.c654953d5fcb30335b9953698974c7bb.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.558,32.832079,-117.269585,img_0113_E_32-832079_-117-269585_jpg.rf.a65e95c5a61fd6c46533c42bf40dea99.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.324,32.832079,-117.269585,img_0113_E_32-832079_-117-269585_jpg.rf.a65e95c5a61fd6c46533c42bf40dea99.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.259,32.832079,-117.269585,img_0113_E_32-832079_-117-269585_jpg.rf.a65e95c5a61fd6c46533c42bf40dea99.jpg
City Heights,Underserved,Transverse Crack,Light,0.492,32.744979,-117.1045,img_0114_S_32-744979_-117-1045_jpg.rf.a639ae584a66d8dd66f52cc1693c249a.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.445,32.744979,-117.1045,img_0114_S_32-744979_-117-1045_jpg.rf.a639ae584a66d8dd66f52cc1693c249a.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.387,32.744979,-117.1045,img_0114_S_32-744979_-117-1045_jpg.rf.a639ae584a66d8dd66f52cc1693c249a.jpg
City Heights,Underserved,Transverse Crack,Light,0.358,32.744979,-117.1045,img_0114_S_32-744979_-117-1045_jpg.rf.a639ae584a66d8dd66f52cc1693c249a.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.307,32.744979,-117.1045,img_0114_S_32-744979_-117-1045_jpg.rf.a639ae584a66d8dd66f52cc1693c249a.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.28,32.744979,-117.1045,img_0114_S_32-744979_-117-1045_jpg.rf.a639ae584a66d8dd66f52cc1693c249a.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.263,32.744979,-117.1045,img_0114_S_32-744979_-117-1045_jpg.rf.a639ae584a66d8dd66f52cc1693c249a.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.452,32.794079,-116.9625,img_0114_S_32-794079_-116-9625_jpg.rf.2afa79ba3b87539a9f96057287411b51.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.445,32.832079,-117.269585,img_0114_S_32-832079_-117-269585_jpg.rf.40f8bab2bc81581b81180f6c456cf309.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.269,32.832079,-117.269585,img_0114_S_32-832079_-117-269585_jpg.rf.40f8bab2bc81581b81180f6c456cf309.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.267,32.832079,-117.269585,img_0114_S_32-832079_-117-269585_jpg.rf.40f8bab2bc81581b81180f6c456cf309.jpg
City Heights,Underserved,Side_Walk,N/A,0.256,32.744979,-117.1045,img_0115_W_32-744979_-117-1045_jpg.rf.bcc7d48f5e45d2b903aa92472ef8efa8.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.362,32.794079,-116.9625,img_0115_W_32-794079_-116-9625_jpg.rf.e62dc6c1281be1b2dfe45fdca742deb6.jpg
El Cajon,Underserved,Pothole,Severe,0.289,32.794079,-116.9625,img_0115_W_32-794079_-116-9625_jpg.rf.e62dc6c1281be1b2dfe45fdca742deb6.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.446,32.832079,-117.269585,img_0115_W_32-832079_-117-269585_jpg.rf.c0a2024b65fd7be1363b1b9284fddc2f.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.398,32.832079,-117.269585,img_0115_W_32-832079_-117-269585_jpg.rf.c0a2024b65fd7be1363b1b9284fddc2f.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.325,32.832079,-117.269585,img_0115_W_32-832079_-117-269585_jpg.rf.c0a2024b65fd7be1363b1b9284fddc2f.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.294,32.832079,-117.269585,img_0115_W_32-832079_-117-269585_jpg.rf.c0a2024b65fd7be1363b1b9284fddc2f.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.598,32.794079,-116.961643,img_0116_N_32-794079_-116-961643_jpg.rf.4472b19dea651968582333d93e34b2db.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.541,32.794079,-116.961643,img_0116_N_32-794079_-116-961643_jpg.rf.4472b19dea651968582333d93e34b2db.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.324,32.832079,-117.268727,img_0116_N_32-832079_-117-268727_jpg.rf.db4fb7743621f83dd634cb0c1aad4915.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.559,32.700879,-117.138144,img_0117_E_32-700879_-117-138144_jpg.rf.82054deb0e9962f46a310f10dcbe5c30.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.304,32.700879,-117.138144,img_0117_E_32-700879_-117-138144_jpg.rf.82054deb0e9962f46a310f10dcbe5c30.jpg
City Heights,Underserved,Pothole,Severe,0.278,32.744979,-117.103643,img_0118_S_32-744979_-117-103643_jpg.rf.24c5a9681b4aee1bd3e0179cd39c1b5d.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.77,32.794079,-116.961643,img_0118_S_32-794079_-116-961643_jpg.rf.6de5026d1d7c659de11a505a3c4a25a5.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.393,32.794079,-116.961643,img_0118_S_32-794079_-116-961643_jpg.rf.6de5026d1d7c659de11a505a3c4a25a5.jpg
El Cajon,Underserved,Pothole,Severe,0.285,32.794079,-116.961643,img_0118_S_32-794079_-116-961643_jpg.rf.6de5026d1d7c659de11a505a3c4a25a5.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.256,32.794079,-116.961643,img_0118_S_32-794079_-116-961643_jpg.rf.6de5026d1d7c659de11a505a3c4a25a5.jpg
City Heights,Underserved,Pothole,Severe,0.298,32.744979,-117.103643,img_0119_W_32-744979_-117-103643_jpg.rf.040b3e5344dcef1e5b92063add27825b.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.819,32.794079,-116.961643,img_0119_W_32-794079_-116-961643_jpg.rf.2e8ff08c550e5689d5ff79d486841285.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.302,32.794079,-116.961643,img_0119_W_32-794079_-116-961643_jpg.rf.2e8ff08c550e5689d5ff79d486841285.jpg
City Heights,Underserved,Pothole,Severe,0.466,32.744979,-117.102786,img_0120_N_32-744979_-117-102786_jpg.rf.f828add6e4cff36f1adaa1f412da20cb.jpg
El Cajon,Underserved,Side_Walk,N/A,0.35,32.794079,-116.960785,img_0120_N_32-794079_-116-960785_jpg.rf.aade822676be0a5010f00213104f3a46.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.484,32.794079,-116.960785,img_0121_E_32-794079_-116-960785_jpg.rf.5126e11e0b970e946501c4d119696250.jpg
El Cajon,Underserved,Transverse Crack,Light,0.388,32.794079,-116.960785,img_0121_E_32-794079_-116-960785_jpg.rf.5126e11e0b970e946501c4d119696250.jpg
City Heights,Underserved,Alligator Crack,Severe,0.324,32.744979,-117.102786,img_0122_S_32-744979_-117-102786_jpg.rf.6233aab44437a3e2737919077f5c8168.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.413,32.794079,-116.960785,img_0123_W_32-794079_-116-960785_jpg.rf.e8988b74dc615971f695ca7b3d708243.jpg
El Cajon,Underserved,Pothole,Severe,0.345,32.794079,-116.960785,img_0123_W_32-794079_-116-960785_jpg.rf.e8988b74dc615971f695ca7b3d708243.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.274,32.794079,-116.960785,img_0123_W_32-794079_-116-960785_jpg.rf.e8988b74dc615971f695ca7b3d708243.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.293,32.8328,-117.274731,img_0123_W_32-8328_-117-274731_jpg.rf.9f8c9b53ec6b8e1a7657414a524c0ed9.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.284,32.8328,-117.274731,img_0123_W_32-8328_-117-274731_jpg.rf.9f8c9b53ec6b8e1a7657414a524c0ed9.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.517,32.744979,-117.101929,img_0124_N_32-744979_-117-101929_jpg.rf.0f1f2b3201b4c86c99acf9ff5bef3145.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.415,32.744979,-117.101929,img_0124_N_32-744979_-117-101929_jpg.rf.0f1f2b3201b4c86c99acf9ff5bef3145.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.277,32.744979,-117.101929,img_0124_N_32-744979_-117-101929_jpg.rf.0f1f2b3201b4c86c99acf9ff5bef3145.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.267,32.744979,-117.101929,img_0124_N_32-744979_-117-101929_jpg.rf.0f1f2b3201b4c86c99acf9ff5bef3145.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.302,32.8328,-117.273873,img_0124_N_32-8328_-117-273873_jpg.rf.341e930d43d2b46bd79123c630bae2ed.jpg
City Heights,Underserved,Side_Walk,N/A,0.302,32.744979,-117.101929,img_0125_E_32-744979_-117-101929_jpg.rf.96e4177ec06466b5577fc5b8abd26100.jpg
City Heights,Underserved,Side_Walk,N/A,0.272,32.744979,-117.101929,img_0125_E_32-744979_-117-101929_jpg.rf.96e4177ec06466b5577fc5b8abd26100.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.691,32.744979,-117.101929,img_0126_S_32-744979_-117-101929_jpg.rf.2f553c5f74dbc5aa82b4ada8aa233cd8.jpg
City Heights,Underserved,Transverse Crack,Light,0.467,32.744979,-117.101929,img_0126_S_32-744979_-117-101929_jpg.rf.2f553c5f74dbc5aa82b4ada8aa233cd8.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.362,32.794079,-116.959928,img_0127_W_32-794079_-116-959928_jpg.rf.4856bb31d7c64e7548762c5d85912082.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.319,32.794079,-116.959928,img_0127_W_32-794079_-116-959928_jpg.rf.4856bb31d7c64e7548762c5d85912082.jpg
City Heights,Underserved,Side_Walk,N/A,0.326,32.7457,-117.107928,img_0128_N_32-7457_-117-107928_jpg.rf.25416f4e4ab6f60ae64ee39a7f897c27.jpg
El Cajon,Underserved,Pothole,Severe,0.289,32.7948,-116.965929,img_0128_N_32-7948_-116-965929_jpg.rf.8d30d70b0825d3a725bdd0c12fa8acf1.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.526,32.7948,-116.965929,img_0129_E_32-7948_-116-965929_jpg.rf.fb8bfb5819080453bf3a0672cd1d21c0.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.643,32.8328,-117.273015,img_0129_E_32-8328_-117-273015_jpg.rf.a735810db70b68b6a214788ed87800d0.jpg
City Heights,Underserved,Transverse Crack,Light,0.429,32.7457,-117.107928,img_0131_W_32-7457_-117-107928_jpg.rf.1b32ea3779f01fdddce03683ee1222c3.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.331,32.7457,-117.107928,img_0131_W_32-7457_-117-107928_jpg.rf.1b32ea3779f01fdddce03683ee1222c3.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.296,32.8328,-117.273015,img_0131_W_32-8328_-117-273015_jpg.rf.dd1ae78c69b650d130178b8bbdb345f8.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.599,32.7457,-117.107071,img_0132_N_32-7457_-117-107071_jpg.rf.aae7095ad546e29d664e62d009fc666c.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.261,32.8328,-117.272158,img_0132_N_32-8328_-117-272158_jpg.rf.4ca2213f97cde85defa4c343ff23e3fe.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.33,32.7457,-117.107071,img_0133_E_32-7457_-117-107071_jpg.rf.ab82b0f86d870fde023a01d3703c8bc1.jpg
City Heights,Underserved,Transverse Crack,Light,0.395,32.7457,-117.107071,img_0134_S_32-7457_-117-107071_jpg.rf.34b063d737f95e93536425bc25dff1f1.jpg
Encanto,Underserved,Transverse Crack,Light,0.387,32.7061,-117.0744,img_0135_W_32-7061_-117-0744_jpg.rf.4768cdfa041a9f411a87a8e4b80df8f9.jpg
Encanto,Underserved,Alligator Crack,Severe,0.345,32.7061,-117.0744,img_0135_W_32-7061_-117-0744_jpg.rf.4768cdfa041a9f411a87a8e4b80df8f9.jpg
City Heights,Underserved,Side_Walk,N/A,0.26,32.7457,-117.107071,img_0135_W_32-7457_-117-107071_jpg.rf.7d10aece85db21c8d64b1499ef06a040.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.387,32.8328,-117.2713,img_0136_N_32-8328_-117-2713_jpg.rf.778c0d8587cfe5e217b27f99da93830d.jpg
City Heights,Underserved,Pothole,Severe,0.285,32.7457,-117.106214,img_0137_E_32-7457_-117-106214_jpg.rf.7516ab1047c3a8a4bed3a24157e37ece.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.493,32.8328,-117.2713,img_0137_E_32-8328_-117-2713_jpg.rf.b5645a7fb8ad4e47f7660e7714d9fd98.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.392,32.8328,-117.2713,img_0137_E_32-8328_-117-2713_jpg.rf.b5645a7fb8ad4e47f7660e7714d9fd98.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.353,32.8328,-117.2713,img_0137_E_32-8328_-117-2713_jpg.rf.b5645a7fb8ad4e47f7660e7714d9fd98.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.35,32.8328,-117.2713,img_0137_E_32-8328_-117-2713_jpg.rf.b5645a7fb8ad4e47f7660e7714d9fd98.jpg
El Cajon,Underserved,Transverse Crack,Light,0.345,32.7948,-116.964215,img_0138_S_32-7948_-116-964215_jpg.rf.5bdc65fbfa3da693ea4022269034940e.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.459,32.8328,-117.2713,img_0138_S_32-8328_-117-2713_jpg.rf.4075c685cf63c32e53d22eff0c2287f3.jpg
La Jolla,Wealthier,Pothole,Severe,0.313,32.8328,-117.2713,img_0138_S_32-8328_-117-2713_jpg.rf.4075c685cf63c32e53d22eff0c2287f3.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.45,32.8328,-117.2713,img_0139_W_32-8328_-117-2713_jpg.rf.a5489eb82c2635ba4b780bfd62ddbc7d.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.365,32.8328,-117.2713,img_0139_W_32-8328_-117-2713_jpg.rf.a5489eb82c2635ba4b780bfd62ddbc7d.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.364,32.8328,-117.2713,img_0139_W_32-8328_-117-2713_jpg.rf.a5489eb82c2635ba4b780bfd62ddbc7d.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.301,32.8328,-117.2713,img_0139_W_32-8328_-117-2713_jpg.rf.a5489eb82c2635ba4b780bfd62ddbc7d.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.322,32.7457,-117.105357,img_0140_N_32-7457_-117-105357_jpg.rf.d56701b77c26507fe1d183c5c86e07c8.jpg
El Cajon,Underserved,Pothole,Severe,0.327,32.7948,-116.963357,img_0140_N_32-7948_-116-963357_jpg.rf.122c7489de6dcf533a9c87d413509fba.jpg
El Cajon,Underserved,Side_Walk,N/A,0.262,32.7948,-116.963357,img_0140_N_32-7948_-116-963357_jpg.rf.122c7489de6dcf533a9c87d413509fba.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.3,32.8328,-117.270442,img_0140_N_32-8328_-117-270442_jpg.rf.3435a12ed29c4fb7bcb2f814458be233.jpg
City Heights,Underserved,Pothole,Severe,0.355,32.7457,-117.105357,img_0141_E_32-7457_-117-105357_jpg.rf.60b8eeb5b8e4c9b1b55658b32c6e126f.jpg
City Heights,Underserved,Pothole,Severe,0.35,32.7457,-117.105357,img_0141_E_32-7457_-117-105357_jpg.rf.60b8eeb5b8e4c9b1b55658b32c6e126f.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.62,32.8328,-117.270442,img_0141_E_32-8328_-117-270442_jpg.rf.f84791227e903570e6535317f67ca94f.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.403,32.8328,-117.270442,img_0141_E_32-8328_-117-270442_jpg.rf.f84791227e903570e6535317f67ca94f.jpg
El Cajon,Underserved,Side_Walk,N/A,0.456,32.7948,-116.963357,img_0142_S_32-7948_-116-963357_jpg.rf.d60c6600d60849513bd672ad9f1cbde7.jpg
El Cajon,Underserved,Pothole,Severe,0.377,32.7948,-116.963357,img_0142_S_32-7948_-116-963357_jpg.rf.d60c6600d60849513bd672ad9f1cbde7.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.438,32.8328,-117.270442,img_0142_S_32-8328_-117-270442_jpg.rf.ca0e7ed262c8b45931f8a33a468d8dc7.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.428,32.7948,-116.963357,img_0143_W_32-7948_-116-963357_jpg.rf.27b4c4f9419c6ce4d38360baa7fbcb8b.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.291,32.7948,-116.963357,img_0143_W_32-7948_-116-963357_jpg.rf.27b4c4f9419c6ce4d38360baa7fbcb8b.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.277,32.7948,-116.963357,img_0143_W_32-7948_-116-963357_jpg.rf.27b4c4f9419c6ce4d38360baa7fbcb8b.jpg
City Heights,Underserved,Transverse Crack,Light,0.418,32.7457,-117.1045,img_0144_N_32-7457_-117-1045_jpg.rf.34f49d44e3329c4a09ab095592b187c5.jpg
City Heights,Underserved,Transverse Crack,Light,0.379,32.7457,-117.1045,img_0144_N_32-7457_-117-1045_jpg.rf.34f49d44e3329c4a09ab095592b187c5.jpg
City Heights,Underserved,Transverse Crack,Light,0.303,32.7457,-117.1045,img_0144_N_32-7457_-117-1045_jpg.rf.34f49d44e3329c4a09ab095592b187c5.jpg
City Heights,Underserved,Transverse Crack,Light,0.262,32.7457,-117.1045,img_0144_N_32-7457_-117-1045_jpg.rf.34f49d44e3329c4a09ab095592b187c5.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.3,32.8328,-117.269585,img_0145_E_32-8328_-117-269585_jpg.rf.6dd8d5de1f261f72924fe76a52b430ac.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.293,32.8328,-117.269585,img_0145_E_32-8328_-117-269585_jpg.rf.6dd8d5de1f261f72924fe76a52b430ac.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.283,32.8328,-117.269585,img_0145_E_32-8328_-117-269585_jpg.rf.6dd8d5de1f261f72924fe76a52b430ac.jpg
City Heights,Underserved,Transverse Crack,Light,0.587,32.7457,-117.1045,img_0146_S_32-7457_-117-1045_jpg.rf.2b6c8e1dc85a1c43368ad4d9a03998f4.jpg
City Heights,Underserved,Transverse Crack,Light,0.37,32.7457,-117.1045,img_0146_S_32-7457_-117-1045_jpg.rf.2b6c8e1dc85a1c43368ad4d9a03998f4.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.279,32.7457,-117.1045,img_0146_S_32-7457_-117-1045_jpg.rf.2b6c8e1dc85a1c43368ad4d9a03998f4.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.405,32.8328,-117.269585,img_0147_W_32-8328_-117-269585_jpg.rf.df1af1b818af2766c5288cd1264c47ae.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.267,32.8328,-117.269585,img_0147_W_32-8328_-117-269585_jpg.rf.df1af1b818af2766c5288cd1264c47ae.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.304,32.7948,-116.961643,img_0148_N_32-7948_-116-961643_jpg.rf.09a2d4490a826299eb5f86c0688942bd.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.512,32.833521,-117.274731,img_0148_N_32-833521_-117-274731_jpg.rf.c3a7dedc684dbc7f59758769db283a21.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.391,32.833521,-117.274731,img_0148_N_32-833521_-117-274731_jpg.rf.c3a7dedc684dbc7f59758769db283a21.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.251,32.833521,-117.274731,img_0148_N_32-833521_-117-274731_jpg.rf.c3a7dedc684dbc7f59758769db283a21.jpg
City Heights,Underserved,Transverse Crack,Light,0.361,32.7457,-117.103643,img_0149_E_32-7457_-117-103643_jpg.rf.75bb9cbd3d0ebec6c77d275508734067.jpg
City Heights,Underserved,Transverse Crack,Light,0.353,32.7457,-117.103643,img_0149_E_32-7457_-117-103643_jpg.rf.75bb9cbd3d0ebec6c77d275508734067.jpg
